account_id,channel,fico_band,ltv_ratio,dti_ratio,payment_shock_index,verified_income_stability,manual_override_flag,self_employed_flag,zip_risk_band
DOC-00036,digital,near_prime,0.6858,0.3207,0.2763,0.6389,0,0,moderate
DOC-00037,digital,prime,0.9023,0.2981,0.4223,0.6454,0,0,moderate
DOC-00038,call_center,prime,0.822,0.1072,0.259,0.4728,0,0,elevated
DOC-00039,call_center,subprime,0.8493,0.383,0.1894,0.8553,0,0,low
DOC-00040,branch,subprime,0.813,0.3573,0.0,,0,0,low
DOC-00041,branch,subprime,0.8411,0.2579,0.204,0.9214,0,1,low
DOC-00042,branch,subprime,0.857,0.4815,0.0,0.5567,0,0,low
DOC-00043,branch,prime,0.8701,0.2832,0.235,0.9505,0,0,low
DOC-00044,digital,near_prime,0.5261,0.1719,0.2013,0.4812,0,0,low
DOC-00045,branch,near_prime,0.7375,0.2548,0.3446,,1,0,low
DOC-00046,digital,prime,0.7201,0.3066,0.0931,0.3193,0,0,elevated
DOC-00047,digital,subprime,0.7462,0.3115,0.1254,,0,0,elevated
DOC-00048,branch,near_prime,0.7645,0.339,0.1195,,0,0,moderate
DOC-00049,branch,subprime,1.0075,0.1911,0.1944,,0,0,moderate
DOC-00050,branch,subprime,0.8433,0.215,0.1059,,0,0,elevated
DOC-00051,call_center,prime,0.6212,0.0943,0.4481,0.6942,0,0,elevated
DOC-00052,branch,prime,0.7295,0.3164,0.1191,0.5212,1,0,moderate
DOC-00053,call_center,near_prime,0.8902,0.5306,0.4709,,0,0,low
DOC-00054,digital,prime,0.6571,0.4672,0.0218,0.6911,0,0,moderate
DOC-00055,call_center,subprime,0.8063,0.1483,0.2726,0.4898,0,0,moderate
DOC-00056,call_center,near_prime,0.7141,0.2597,0.0,0.5052,0,0,elevated
DOC-00057,call_center,near_prime,0.8207,0.4965,0.3667,0.8109,0,1,low
DOC-00058,call_center,prime,0.7571,0.2817,0.2835,0.7649,0,0,elevated
DOC-00059,digital,prime,0.7762,0.2779,0.3794,0.6418,1,0,moderate
DOC-00060,digital,near_prime,0.7503,0.1574,0.5305,0.6848,1,0,moderate
DOC-00061,digital,prime,0.6865,0.5681,0.4605,0.626,0,0,elevated
DOC-00062,digital,near_prime,0.9204,0.4724,0.3185,0.4505,0,1,low
DOC-00063,call_center,prime,0.823,0.1987,0.345,0.2379,0,0,low
DOC-00064,branch,prime,0.794,0.46,0.2192,,1,0,low
DOC-00065,digital,near_prime,0.9547,0.2137,0.3858,0.9384,0,0,moderate
DOC-00066,digital,near_prime,0.8117,0.3508,0.0,0.8233,0,0,elevated
DOC-00067,branch,prime,0.7767,0.4951,0.364,0.9915,0,1,low
DOC-00068,call_center,near_prime,0.8045,0.2199,0.0,0.6645,0,0,elevated
DOC-00069,branch,near_prime,0.7362,0.2196,0.1551,0.6085,0,0,moderate
DOC-00070,digital,near_prime,0.6902,0.2007,0.4172,0.2675,0,0,low
DOC-00071,branch,subprime,0.9884,0.3273,0.1828,0.4335,0,0,elevated
DOC-00072,branch,prime,0.6901,0.4437,0.2033,0.8975,0,0,low
DOC-00073,digital,subprime,0.9206,0.4445,0.1677,,0,0,elevated
DOC-00074,call_center,prime,0.8333,0.5494,0.3066,0.6875,0,0,low
DOC-00075,branch,subprime,0.6509,0.576,0.014,0.5036,0,0,low
DOC-00076,branch,prime,0.7533,0.4217,0.2676,0.5995,0,1,moderate
DOC-00077,digital,prime,0.6946,0.1384,0.4881,,0,1,elevated
DOC-00078,digital,near_prime,0.7727,0.2057,0.1861,0.3887,1,0,moderate
DOC-00079,branch,near_prime,0.8743,0.4037,0.2777,,0,1,moderate
DOC-00080,branch,near_prime,0.678,0.3636,0.297,,0,0,moderate
DOC-00081,call_center,subprime,0.6802,0.3134,0.2872,0.7686,0,0,elevated
DOC-00082,digital,near_prime,0.6456,0.2608,0.2157,,0,0,low
DOC-00083,digital,prime,0.9448,0.3889,0.0163,1.0,1,0,elevated
DOC-00084,branch,near_prime,0.7942,0.1432,0.1766,,0,0,moderate
DOC-00085,call_center,subprime,0.8183,0.3038,0.0558,0.0,0,0,low
DOC-00086,digital,prime,0.7983,0.3844,0.3727,,0,0,moderate
DOC-00087,branch,near_prime,0.6514,0.5036,0.2511,,0,0,elevated
DOC-00088,digital,near_prime,0.9667,0.5038,0.07,1.0,0,0,low
DOC-00089,digital,prime,0.6544,0.2453,0.5084,0.7824,0,0,low
DOC-00090,branch,prime,0.5337,0.1722,0.0,,0,0,moderate
DOC-00091,branch,subprime,0.8618,0.3336,0.1413,,0,0,low
DOC-00092,branch,near_prime,0.6778,0.3804,0.5817,0.2999,0,0,low
DOC-00093,call_center,subprime,0.8924,0.1384,0.0116,0.9287,1,0,moderate
DOC-00094,digital,near_prime,0.8586,0.1324,0.0,0.7955,1,0,low
DOC-00095,digital,prime,0.7931,0.241,0.1932,0.6175,0,0,low
DOC-00096,branch,subprime,0.8568,0.3135,0.1678,0.8405,0,0,moderate
DOC-00097,digital,prime,0.8647,0.3693,0.0,0.7463,0,1,elevated
DOC-00098,branch,near_prime,0.7225,0.31,0.5445,0.2814,0,1,elevated
DOC-00099,digital,subprime,0.6933,0.3249,0.4959,0.6575,0,0,low
DOC-00100,call_center,subprime,0.6338,0.4529,0.2703,0.6727,0,1,moderate
DOC-00101,branch,near_prime,0.7325,0.2913,0.0,0.4015,0,0,elevated
DOC-00102,branch,near_prime,0.6951,0.2862,0.0962,0.5361,0,0,low
DOC-00103,branch,prime,0.6564,0.1315,0.682,0.5292,0,0,moderate
DOC-00104,branch,prime,0.6964,0.373,0.3554,0.68,0,0,elevated
DOC-00105,digital,near_prime,1.0648,0.4641,0.3212,,0,0,elevated
DOC-00106,call_center,near_prime,0.8516,0.4161,0.0631,,0,1,low
DOC-00107,branch,subprime,0.6243,0.2235,0.3639,0.6217,1,1,moderate
DOC-00108,branch,prime,0.9651,0.478,0.4323,0.5619,0,0,moderate
DOC-00109,call_center,subprime,0.5754,0.2963,0.1865,,0,0,moderate
DOC-00110,branch,prime,0.765,0.5643,0.0941,0.8507,0,0,moderate
DOC-00111,branch,near_prime,0.6566,0.3688,0.3162,,0,0,elevated
DOC-00112,branch,near_prime,0.6581,0.4913,0.0,0.8291,0,0,low
DOC-00113,digital,prime,0.7216,0.3651,0.1215,0.7095,1,0,moderate
DOC-00114,branch,prime,0.8321,0.3539,0.513,0.034,0,0,low
DOC-00115,digital,prime,0.9063,0.2351,0.3923,,0,0,low
DOC-00116,digital,prime,0.5712,0.2407,0.3256,0.6549,0,0,low
DOC-00117,digital,prime,0.7278,0.4806,0.3729,0.804,0,0,low
DOC-00118,branch,prime,0.6815,0.2114,0.051,,0,0,moderate
DOC-00119,digital,prime,0.8378,0.5441,0.409,0.688,0,0,moderate
DOC-00120,digital,near_prime,0.8696,0.1061,0.5498,,0,0,moderate
DOC-00121,branch,prime,0.6344,0.3291,0.6006,0.8649,0,0,moderate
DOC-00122,branch,subprime,0.6843,0.2669,0.2571,,0,0,low
DOC-00123,branch,subprime,0.6884,0.5598,0.2846,,0,1,low
DOC-00124,call_center,subprime,0.8601,0.2718,0.1504,,0,0,moderate
DOC-00125,digital,subprime,0.7255,0.2764,0.4031,0.7013,0,1,low
DOC-00126,call_center,prime,0.6852,0.228,0.4356,,1,0,low
DOC-00127,call_center,near_prime,0.6995,0.4229,0.3963,0.8861,0,0,elevated
DOC-00128,branch,prime,0.6924,0.3088,0.1906,0.7628,0,0,elevated
DOC-00129,digital,near_prime,0.7879,0.3288,0.1538,0.6628,0,0,low
DOC-00130,digital,subprime,0.9765,0.1338,0.5983,0.787,0,0,elevated
DOC-00131,branch,prime,0.5801,0.2912,0.3358,0.5146,0,0,low
DOC-00132,digital,near_prime,0.6949,0.294,0.442,0.9652,0,0,low
DOC-00133,digital,prime,0.8197,0.2473,0.1946,0.7691,0,0,elevated
DOC-00134,branch,near_prime,0.5246,0.5594,0.0231,,0,0,moderate
DOC-00135,digital,near_prime,0.8207,0.6491,0.3324,,0,0,moderate
DOC-00136,digital,prime,0.8207,0.3237,0.3805,0.6156,0,0,low
DOC-00137,call_center,subprime,0.7795,0.2703,0.0027,,0,1,elevated
DOC-00138,branch,prime,0.6238,0.4254,0.0514,0.8591,0,0,low
DOC-00139,branch,subprime,0.9777,0.4381,0.2147,0.5434,0,0,low
DOC-00140,digital,subprime,0.7986,0.2162,0.356,,0,0,low
DOC-00141,digital,prime,0.7476,0.4123,0.2104,,0,0,low
DOC-00142,call_center,prime,0.906,0.2653,0.1884,0.502,0,0,moderate
DOC-00143,digital,prime,0.6025,0.2817,0.0,0.6727,0,1,moderate
DOC-00144,digital,prime,0.6881,0.3147,0.0504,1.0,0,0,low
DOC-00145,branch,near_prime,0.5629,0.4525,0.2366,,1,1,low
DOC-00146,branch,near_prime,0.7538,0.3552,0.2304,0.6754,0,0,moderate
DOC-00147,branch,near_prime,0.788,0.3856,0.1749,,0,0,elevated
DOC-00148,digital,prime,0.7392,0.3589,0.16,,1,0,moderate
DOC-00149,call_center,subprime,0.7481,0.104,0.2267,1.0,0,0,elevated
DOC-00150,branch,prime,0.8518,0.5118,0.0016,0.8017,0,0,elevated
DOC-00151,digital,subprime,0.6995,0.3271,0.4531,,0,0,low
DOC-00152,call_center,near_prime,0.7414,0.2685,0.4587,0.5578,0,0,low
DOC-00153,call_center,prime,0.6296,0.2112,0.1328,,1,0,moderate
DOC-00154,digital,prime,0.8409,0.1576,0.0946,0.5403,0,0,low
DOC-00155,call_center,prime,0.7409,0.3672,0.1377,0.3558,0,1,elevated
DOC-00156,branch,prime,0.9596,0.4766,0.2702,0.3821,0,0,moderate
DOC-00157,branch,prime,0.7103,0.3287,0.0428,,0,0,elevated
DOC-00158,call_center,near_prime,0.8358,0.293,0.254,0.8669,0,0,moderate
DOC-00159,branch,near_prime,0.8175,0.3853,0.2547,0.4035,0,0,low
DOC-00160,call_center,prime,0.6335,0.05,0.3028,0.932,0,1,moderate
DOC-00161,digital,subprime,0.8606,0.3562,0.393,0.9199,0,0,low
DOC-00162,branch,prime,0.8314,0.283,0.2178,0.6017,0,0,elevated
DOC-00163,digital,near_prime,0.8876,0.426,0.0874,0.6815,0,0,moderate
DOC-00164,digital,near_prime,0.8787,0.4844,0.5534,0.439,0,0,moderate
DOC-00165,digital,near_prime,0.7452,0.3023,0.3789,,0,0,low
DOC-00166,branch,near_prime,0.9542,0.1832,0.2155,0.6353,0,0,moderate
DOC-00167,digital,near_prime,0.8244,0.4304,0.2795,,0,1,low
DOC-00168,branch,subprime,0.8667,0.3434,0.0,0.9463,0,1,low
DOC-00169,call_center,near_prime,0.5508,0.4187,0.0742,0.7232,0,0,low
DOC-00170,branch,near_prime,0.5594,0.4422,0.1807,0.5489,0,0,moderate
DOC-00171,digital,near_prime,0.5802,0.338,0.2294,,0,0,moderate
DOC-00172,digital,subprime,0.7677,0.2494,0.2436,,0,1,elevated
DOC-00173,digital,prime,0.7777,0.3792,0.2935,,0,0,low
DOC-00174,branch,subprime,0.8452,0.3528,0.1541,,0,0,low
DOC-00175,branch,prime,0.7876,0.5212,0.0,0.4705,0,0,moderate
DOC-00176,call_center,prime,0.5916,0.3608,0.2027,0.7055,0,0,elevated
DOC-00177,call_center,near_prime,0.7268,0.4996,0.2829,,0,1,moderate
DOC-00178,digital,prime,0.9412,0.4609,0.0716,0.6641,0,0,moderate
DOC-00179,call_center,near_prime,0.9004,0.3678,0.2007,0.6643,0,0,elevated
DOC-00180,digital,prime,0.6037,0.05,0.4122,,0,1,moderate
DOC-00181,branch,prime,0.7439,0.1953,0.2332,,0,0,low
DOC-00182,branch,near_prime,0.6167,0.4355,0.276,0.6738,0,1,low
DOC-00183,branch,prime,0.8229,0.458,0.0,,0,0,elevated
DOC-00184,digital,near_prime,0.8931,0.2454,0.3338,0.5835,0,0,moderate
DOC-00185,digital,near_prime,0.8702,0.1276,0.0353,0.4068,1,0,moderate
DOC-00186,digital,subprime,0.6586,0.65,0.4425,0.9338,0,1,moderate
DOC-00187,branch,near_prime,0.7217,0.3191,0.0,,0,1,low
DOC-00188,digital,subprime,0.7622,0.09,0.0664,,0,0,elevated
DOC-00189,call_center,near_prime,0.9731,0.4063,0.0561,0.7717,0,0,elevated
DOC-00190,digital,near_prime,0.8131,0.5398,0.2952,0.8067,0,1,moderate
DOC-00191,call_center,prime,0.7923,0.057,0.4525,0.7585,1,0,moderate
DOC-00192,digital,prime,0.7943,0.3497,0.3556,0.7167,0,0,low
DOC-00193,digital,subprime,0.8037,0.2758,0.2998,0.5237,0,0,low
DOC-00194,digital,prime,0.6858,0.3376,0.2906,0.9719,0,0,elevated
DOC-00195,digital,subprime,0.6542,0.4247,0.194,0.7167,0,1,moderate
DOC-00196,branch,prime,0.7192,0.2113,0.1304,0.6006,0,0,low
DOC-00197,digital,prime,0.7463,0.1931,0.1589,0.694,0,0,elevated
DOC-00198,branch,near_prime,0.7082,0.1775,0.3871,0.7292,0,0,elevated
DOC-00199,branch,near_prime,0.8573,0.4691,0.5179,0.9429,0,0,moderate
DOC-00200,call_center,near_prime,0.7819,0.4866,0.2324,0.989,0,0,low
DOC-00201,digital,prime,0.8645,0.1935,0.3312,0.5742,0,0,elevated
DOC-00202,digital,prime,0.6987,0.492,0.134,0.1359,0,0,low
DOC-00203,branch,near_prime,0.5047,0.2553,0.1933,0.6525,0,0,low
DOC-00204,digital,subprime,0.7213,0.3467,0.2347,0.4153,0,1,elevated
DOC-00205,call_center,prime,0.8774,0.2793,0.2915,0.6257,0,0,elevated
DOC-00206,branch,subprime,0.7999,0.3042,0.3665,,0,0,elevated
DOC-00207,digital,subprime,0.4947,0.5285,0.3454,,0,0,moderate
DOC-00208,call_center,prime,0.7159,0.3654,0.3539,,0,0,low
DOC-00209,branch,near_prime,0.698,0.2331,0.0703,0.3892,0,0,elevated
DOC-00210,branch,near_prime,0.7459,0.5569,0.0392,0.554,0,0,low
DOC-00211,call_center,near_prime,0.7004,0.5943,0.0944,0.4689,0,0,low
DOC-00212,digital,subprime,0.769,0.3562,0.323,,0,0,low
DOC-00213,digital,subprime,0.7099,0.5583,0.3525,0.4465,0,0,low
DOC-00214,digital,prime,0.7231,0.5837,0.3642,0.1934,0,1,moderate
DOC-00215,digital,subprime,0.8813,0.2589,0.4297,1.0,0,0,low
DOC-00216,call_center,prime,0.8062,0.1241,0.4612,,0,0,low
DOC-00217,branch,subprime,0.7583,0.1736,0.2555,0.6464,0,0,low
DOC-00218,digital,prime,0.6222,0.153,0.2064,,1,0,low
DOC-00219,branch,prime,0.6814,0.2766,0.4928,,0,0,low
DOC-00220,call_center,prime,0.7099,0.5872,0.5814,1.0,0,1,low
DOC-00221,digital,prime,0.8242,0.2836,0.4108,0.6984,0,0,low
DOC-00222,digital,prime,0.5955,0.2681,0.0564,0.6358,1,0,moderate
DOC-00223,branch,subprime,0.8046,0.5434,0.1621,0.6902,0,0,moderate
DOC-00224,digital,near_prime,0.9309,0.3108,0.0877,0.146,0,0,moderate
DOC-00225,branch,prime,0.8029,0.4046,0.2198,0.3299,0,0,low
DOC-00226,digital,near_prime,0.6245,0.6188,0.0,0.2639,0,1,low
DOC-00227,branch,prime,0.8891,0.149,0.4052,1.0,0,0,low
DOC-00228,digital,prime,0.7819,0.1895,0.3163,0.7839,0,1,elevated
DOC-00229,branch,prime,0.8504,0.3037,0.1835,0.9165,0,0,low
DOC-00230,branch,prime,0.8845,0.3666,0.4459,0.8765,1,0,moderate
DOC-00231,branch,subprime,0.8529,0.3541,0.262,0.8413,0,0,moderate
DOC-00232,branch,prime,0.7644,0.4084,0.2835,,0,1,low
DOC-00233,digital,subprime,0.6818,0.1852,0.293,0.6954,0,0,elevated
DOC-00234,call_center,near_prime,1.0266,0.2869,0.1846,0.7631,0,1,moderate
DOC-00235,digital,near_prime,0.689,0.1778,0.0412,,0,1,low
DOC-00236,call_center,subprime,0.8795,0.3226,0.3066,0.8547,0,0,elevated
DOC-00237,digital,near_prime,0.6803,0.4075,0.2225,,0,0,moderate
DOC-00238,digital,prime,0.924,0.4167,0.0,0.6498,1,0,low
DOC-00239,digital,prime,0.9955,0.3703,0.1431,0.5165,0,0,low
DOC-00240,digital,near_prime,0.8804,0.4835,0.1722,,0,0,elevated
DOC-00241,branch,prime,0.7013,0.1543,0.3361,0.4457,0,0,elevated
DOC-00242,call_center,subprime,0.7453,0.3311,0.2615,0.4872,0,1,elevated
DOC-00243,branch,subprime,0.9477,0.3889,0.3733,0.8832,0,1,moderate
DOC-00244,digital,near_prime,0.9494,0.1379,0.3199,0.6061,0,0,moderate
DOC-00245,digital,subprime,0.8552,0.7072,0.2046,0.6308,0,0,low
DOC-00246,digital,subprime,0.8102,0.2566,0.0036,0.7845,0,0,elevated
DOC-00247,branch,near_prime,0.9594,0.4701,0.4034,0.7703,1,1,low
DOC-00248,branch,subprime,0.8449,0.3007,0.1118,1.0,0,0,low
DOC-00249,call_center,prime,0.8228,0.3432,0.3283,0.6381,0,0,elevated
DOC-00250,branch,subprime,0.8829,0.3354,0.366,0.8043,0,1,low
DOC-00251,digital,near_prime,0.827,0.5635,0.1211,,0,0,low
DOC-00252,branch,subprime,0.9165,0.3367,0.0877,,0,0,low
DOC-00253,branch,near_prime,0.9516,0.4358,0.2628,,0,0,moderate
DOC-00254,digital,prime,0.841,0.4396,0.1944,,0,0,low
DOC-00255,call_center,near_prime,0.525,0.4084,0.3072,0.2455,0,0,low
DOC-00256,call_center,prime,0.7867,0.4422,0.3954,1.0,0,0,low
DOC-00257,branch,prime,0.7334,0.2362,0.0595,0.3732,0,0,moderate
DOC-00258,call_center,near_prime,0.6582,0.1089,0.1258,0.9191,0,1,low
DOC-00259,digital,near_prime,0.731,0.2956,0.6419,0.5279,0,0,low
DOC-00260,digital,near_prime,0.9303,0.2314,0.1908,0.567,0,0,low
DOC-00261,digital,prime,0.6263,0.0554,0.4669,0.809,0,0,low
DOC-00262,branch,near_prime,0.7436,0.5057,0.2739,0.403,0,0,elevated
DOC-00263,digital,near_prime,0.7035,0.0996,0.025,,0,0,elevated
DOC-00264,call_center,subprime,0.6166,0.5678,0.1486,0.3787,0,0,low
DOC-00265,branch,subprime,0.617,0.1522,0.3368,0.3696,0,0,elevated
DOC-00266,digital,subprime,0.8421,0.2331,0.0993,,0,0,low
DOC-00267,branch,near_prime,0.6358,0.438,0.361,0.8558,0,0,low
DOC-00268,call_center,subprime,0.9861,0.4204,0.3178,,1,0,low
DOC-00269,digital,subprime,0.7606,0.4951,0.1254,,0,0,elevated
DOC-00270,digital,prime,0.8207,0.3564,0.1792,0.6161,0,0,low
DOC-00271,digital,prime,0.8437,0.3066,0.1337,0.1075,1,0,elevated
DOC-00272,digital,subprime,0.6083,0.05,0.2716,,0,0,moderate
DOC-00273,call_center,near_prime,0.8994,0.3923,0.6041,,0,0,low
DOC-00274,call_center,prime,0.8002,0.3123,0.339,0.6858,0,0,moderate
DOC-00275,call_center,near_prime,0.7739,0.3289,0.3136,0.4048,0,0,low
DOC-00276,digital,near_prime,0.844,0.4073,0.3455,0.7729,0,0,moderate
DOC-00277,branch,prime,0.8009,0.5311,0.0944,,0,1,elevated
DOC-00278,call_center,near_prime,0.7869,0.2307,0.0509,,1,0,moderate
DOC-00279,branch,near_prime,0.645,0.3115,0.5116,,0,1,elevated
DOC-00280,branch,near_prime,0.7694,0.2969,0.153,,0,0,low
DOC-00281,branch,prime,0.8517,0.101,0.2443,,0,0,moderate
DOC-00282,branch,prime,0.6923,0.472,0.4145,0.4905,0,0,elevated
DOC-00283,branch,near_prime,0.87,0.2933,0.1051,0.3773,1,0,elevated
DOC-00284,digital,prime,0.7437,0.0961,0.3058,0.8007,0,0,low
DOC-00285,branch,near_prime,0.8422,0.371,0.273,,0,0,low
DOC-00286,branch,prime,0.7869,0.3331,0.1399,0.7306,0,0,low
DOC-00287,branch,prime,0.6685,0.3626,0.2737,1.0,0,1,moderate
DOC-00288,digital,prime,0.7582,0.1529,0.0,0.2992,0,0,moderate
DOC-00289,branch,subprime,0.719,0.1686,0.1095,,0,0,moderate
DOC-00290,digital,near_prime,0.6919,0.3372,0.5426,0.7205,0,1,low
DOC-00291,branch,prime,0.6886,0.4376,0.0584,0.8363,0,0,low
DOC-00292,branch,prime,0.5449,0.2021,0.2459,0.9391,0,0,low
DOC-00293,digital,prime,0.7452,0.3404,0.2698,0.4791,0,1,elevated
DOC-00294,branch,prime,0.7626,0.2929,0.4643,0.4283,0,1,moderate
DOC-00295,digital,near_prime,0.6629,0.3696,0.1849,,0,0,elevated
DOC-00296,call_center,subprime,0.6027,0.4431,0.3251,0.6377,0,0,low
DOC-00297,branch,subprime,0.8503,0.4232,0.3594,0.234,0,0,low
DOC-00298,digital,subprime,0.8179,0.4999,0.2476,0.4105,0,0,low
DOC-00299,call_center,near_prime,0.9016,0.5826,0.1686,0.903,0,0,low
DOC-00300,branch,prime,0.8967,0.2612,0.6434,0.7288,0,0,elevated
DOC-00301,digital,prime,0.6714,0.5002,0.2749,0.5455,0,0,low
DOC-00302,branch,prime,0.7807,0.2933,0.2988,0.6238,0,0,low
DOC-00303,call_center,prime,0.7642,0.3176,0.4316,0.7972,0,0,low
DOC-00304,digital,subprime,0.8767,0.2672,0.0,0.8197,0,0,low
DOC-00305,branch,subprime,0.674,0.4095,0.2667,0.4037,0,0,low
DOC-00306,digital,subprime,0.6787,0.1322,0.4691,0.6106,0,0,elevated
DOC-00307,call_center,subprime,0.9177,0.1698,0.3868,,0,0,moderate
DOC-00308,digital,prime,0.6592,0.2352,0.0,0.6319,0,0,low
DOC-00309,branch,subprime,0.7915,0.1832,0.3671,0.6299,0,0,elevated
DOC-00310,branch,subprime,0.7991,0.0939,0.4435,,0,0,moderate
DOC-00311,branch,near_prime,0.6168,0.3467,0.0046,0.5892,0,0,elevated
DOC-00312,call_center,prime,0.7019,0.2883,0.2087,0.1133,0,0,moderate
DOC-00313,branch,near_prime,0.6851,0.2096,0.062,0.6563,0,0,moderate
DOC-00314,call_center,subprime,0.7209,0.3978,0.2283,0.4994,0,0,low
DOC-00315,branch,subprime,0.6615,0.5359,0.4747,0.6007,0,0,low
DOC-00316,branch,near_prime,0.8809,0.1891,0.2316,,0,1,moderate
DOC-00317,digital,prime,0.7446,0.4733,0.2117,,0,0,elevated
DOC-00318,branch,near_prime,0.8826,0.2224,0.2601,,0,0,low
DOC-00319,branch,near_prime,0.8728,0.4801,0.1319,0.9965,0,0,low
DOC-00320,branch,prime,0.5885,0.4519,0.2453,,0,0,low
DOC-00321,branch,subprime,0.8726,0.1985,0.0279,0.6639,0,0,low
DOC-00322,branch,subprime,0.7202,0.5968,0.0353,0.8966,0,0,moderate
DOC-00323,branch,prime,0.8582,0.2148,0.4296,0.8056,0,0,low
DOC-00324,branch,subprime,0.8879,0.1305,0.491,0.9579,0,0,moderate
DOC-00325,branch,near_prime,0.923,0.2434,0.6874,0.0919,0,0,low
DOC-00326,digital,prime,0.889,0.373,0.1594,0.7611,1,0,low
DOC-00327,branch,prime,0.7665,0.2474,0.3045,,0,0,low
DOC-00328,branch,near_prime,0.715,0.1934,0.1753,0.5908,0,0,low
DOC-00329,branch,near_prime,0.7927,0.4639,0.4604,0.5965,1,0,elevated
DOC-00330,digital,near_prime,0.8074,0.4115,0.1492,,0,0,low
DOC-00331,branch,prime,0.7863,0.2758,0.0,,0,1,low
DOC-00332,call_center,prime,0.7572,0.5957,0.2533,,0,1,low
DOC-00333,branch,near_prime,0.8449,0.123,0.0,0.7449,0,0,low
DOC-00334,branch,near_prime,0.7374,0.249,0.3599,0.581,0,0,low
DOC-00335,digital,prime,0.8107,0.1934,0.3748,0.991,0,0,elevated
DOC-00336,digital,near_prime,0.7983,0.2834,0.171,0.5703,1,0,moderate
DOC-00337,digital,prime,0.9042,0.3399,0.3078,0.861,0,0,low
DOC-00338,branch,near_prime,0.7161,0.4319,0.3282,0.7669,0,0,low
DOC-00339,branch,prime,0.7151,0.2632,0.1026,,0,0,moderate
DOC-00340,branch,prime,0.6862,0.3964,0.2634,0.5004,0,0,elevated
DOC-00341,branch,prime,0.867,0.2808,0.4781,,0,0,low
DOC-00342,branch,prime,0.8239,0.565,0.3315,0.7614,0,0,moderate
DOC-00343,branch,prime,0.7523,0.156,0.0,0.5955,0,1,elevated
DOC-00344,digital,near_prime,0.9705,0.2959,0.0013,0.8363,0,0,low
DOC-00345,call_center,near_prime,0.6818,0.4195,0.1414,0.8403,0,0,moderate
DOC-00346,digital,prime,0.8727,0.4778,0.1233,0.6591,0,0,low
DOC-00347,branch,near_prime,0.8249,0.3948,0.553,,0,0,moderate
DOC-00348,branch,near_prime,0.7378,0.3773,0.1187,0.725,0,0,low
DOC-00349,call_center,near_prime,0.6649,0.5682,0.2442,0.503,0,0,low
