account_id,channel,fico_band,ltv_ratio,dti_ratio,payment_shock_index,verified_income_stability,manual_override_flag,self_employed_flag,zip_risk_band
DOC-00085,call_center,near_prime,0.4678,0.2891,0.3221,,0,0,moderate
DOC-00086,digital,prime,0.7249,0.05,0.137,0.4613,0,1,low
DOC-00087,branch,subprime,0.7974,0.2456,0.1083,0.7094,0,0,low
DOC-00088,digital,near_prime,0.7407,0.2371,0.0,0.7081,0,0,elevated
DOC-00089,digital,subprime,0.8643,0.2906,0.1417,0.586,0,1,moderate
DOC-00090,branch,subprime,0.9179,0.2805,0.4239,,0,0,elevated
DOC-00091,branch,prime,0.9167,0.6075,0.0899,0.6753,0,0,low
DOC-00092,branch,prime,0.7948,0.4633,0.1803,0.7071,0,0,moderate
DOC-00093,call_center,near_prime,0.9631,0.3235,0.3295,1.0,0,0,low
DOC-00094,digital,prime,0.7398,0.0897,0.282,0.5031,0,0,moderate
DOC-00095,digital,subprime,0.7194,0.5628,0.3174,0.6666,0,0,moderate
DOC-00096,branch,near_prime,0.7094,0.2629,0.3383,0.3042,0,0,low
DOC-00097,digital,near_prime,0.6997,0.2234,0.3607,0.6915,0,1,moderate
DOC-00098,branch,prime,0.734,0.3185,0.2471,0.9881,0,0,low
DOC-00099,digital,prime,0.6319,0.3169,0.2618,,0,1,low
DOC-00100,call_center,near_prime,0.5975,0.5191,0.5277,,0,0,low
DOC-00101,branch,prime,0.9555,0.3485,0.2323,0.558,0,1,moderate
DOC-00102,branch,near_prime,0.8477,0.3978,0.3448,0.6416,0,0,moderate
DOC-00103,branch,prime,0.8919,0.4163,0.1167,,0,0,low
DOC-00104,branch,prime,0.8208,0.5335,0.3809,0.8958,0,0,moderate
DOC-00105,digital,near_prime,0.6625,0.426,0.4205,0.6414,0,0,moderate
DOC-00106,call_center,near_prime,0.9277,0.3195,0.2735,0.5391,0,0,low
DOC-00107,branch,prime,0.865,0.2851,0.2997,0.5959,0,1,moderate
DOC-00108,branch,near_prime,0.645,0.1562,0.1462,0.1211,0,0,moderate
DOC-00109,call_center,near_prime,0.8666,0.2099,0.1498,,0,0,low
DOC-00110,branch,near_prime,0.5459,0.05,0.278,0.8089,0,0,moderate
DOC-00111,branch,subprime,0.8953,0.4743,0.4989,0.9292,0,0,low
DOC-00112,branch,prime,0.685,0.2395,0.1504,0.9154,0,1,moderate
DOC-00113,digital,subprime,0.8963,0.2642,0.5357,0.8094,0,0,low
DOC-00114,branch,prime,0.6858,0.4309,0.3735,0.4766,0,0,low
DOC-00115,digital,subprime,0.9023,0.292,0.2591,0.457,0,1,moderate
DOC-00116,digital,prime,0.822,0.371,0.1121,,1,0,elevated
DOC-00117,digital,prime,0.8493,0.2523,0.516,0.5161,0,0,low
DOC-00118,branch,near_prime,0.813,0.2978,0.3163,0.5276,0,0,elevated
DOC-00119,digital,near_prime,0.8411,0.3406,0.3303,,1,0,moderate
DOC-00120,digital,near_prime,0.857,0.5467,0.4697,0.4882,0,0,low
DOC-00121,branch,subprime,0.8701,0.1279,0.2278,,0,0,low
DOC-00122,branch,near_prime,0.5261,0.2245,0.0249,,0,0,low
DOC-00123,branch,prime,0.7375,0.3831,0.4307,0.746,0,0,moderate
DOC-00124,call_center,near_prime,0.7201,0.4151,0.0,,0,0,moderate
DOC-00125,digital,subprime,0.7462,0.2943,0.0605,1.0,0,0,low
DOC-00126,call_center,prime,0.7645,0.333,0.1774,0.6235,0,1,elevated
DOC-00127,call_center,near_prime,1.0075,0.3247,0.3667,0.871,0,0,elevated
DOC-00128,branch,near_prime,0.8433,0.4284,0.1763,0.7199,0,0,low
DOC-00129,digital,prime,0.6212,0.1465,0.4961,,0,0,low
DOC-00130,digital,prime,0.7295,0.3201,0.0736,,0,1,low
DOC-00131,branch,subprime,0.8902,0.5123,0.4569,0.6311,0,0,low
DOC-00132,digital,near_prime,0.6571,0.4699,0.3949,,0,0,moderate
DOC-00133,digital,subprime,0.8063,0.2551,0.1743,0.976,0,0,moderate
DOC-00134,branch,near_prime,0.7141,0.3939,0.0955,0.675,0,0,moderate
DOC-00135,digital,prime,0.8207,0.1978,0.149,0.705,0,0,low
DOC-00136,digital,subprime,0.7571,0.4034,0.0927,,0,0,low
DOC-00137,call_center,prime,0.7762,0.3913,0.4869,,0,0,low
DOC-00138,branch,near_prime,0.7503,0.3406,0.1776,0.9186,0,0,moderate
DOC-00139,branch,subprime,0.6865,0.3838,0.1048,0.703,0,0,low
DOC-00140,digital,subprime,0.9204,0.3097,0.323,0.9314,0,0,low
DOC-00141,digital,near_prime,0.823,0.4827,0.1097,0.876,0,0,low
DOC-00142,call_center,near_prime,0.794,0.4543,0.0,0.6904,0,0,moderate
DOC-00143,digital,prime,0.9547,0.4264,0.2619,0.5934,0,0,moderate
DOC-00144,digital,prime,0.8117,0.4855,0.1436,0.5577,0,1,low
DOC-00145,branch,near_prime,0.7767,0.4905,0.4303,,0,0,elevated
DOC-00146,branch,near_prime,0.8045,0.358,0.518,0.6126,0,0,low
DOC-00147,branch,subprime,0.7362,0.4217,0.2961,0.7545,1,0,low
DOC-00148,digital,prime,0.6902,0.3338,0.2011,0.5773,0,0,low
DOC-00149,call_center,subprime,0.9884,0.1194,0.392,1.0,0,0,low
DOC-00150,branch,prime,0.6901,0.4958,0.2731,,0,0,low
DOC-00151,digital,near_prime,0.9206,0.3217,0.0,,0,0,low
DOC-00152,call_center,near_prime,0.8333,0.3292,0.1931,0.6106,0,0,moderate
DOC-00153,call_center,prime,0.6509,0.6022,0.084,,0,0,low
DOC-00154,digital,prime,0.7533,0.3207,0.2259,,0,0,moderate
DOC-00155,call_center,prime,0.6946,0.2981,0.0,0.681,1,0,moderate
DOC-00156,branch,prime,0.7727,0.1072,0.5639,,0,0,low
DOC-00157,branch,prime,0.8743,0.383,0.1999,0.9336,0,0,moderate
DOC-00158,call_center,prime,0.678,0.3573,0.2577,0.4434,0,0,low
DOC-00159,branch,prime,0.6802,0.2579,0.1477,0.7573,0,0,low
DOC-00160,call_center,near_prime,0.6456,0.4815,0.4094,1.0,0,0,low
DOC-00161,digital,prime,0.9448,0.2832,0.1959,0.9128,0,0,low
DOC-00162,branch,subprime,0.7942,0.1719,0.0945,,0,0,low
DOC-00163,digital,subprime,0.8183,0.2548,0.0,0.9021,0,1,moderate
DOC-00164,digital,subprime,0.7983,0.3066,0.4512,0.5496,0,0,low
DOC-00165,digital,subprime,0.6514,0.3115,0.0489,0.4443,0,0,low
DOC-00166,branch,prime,0.9667,0.339,0.4587,0.9054,0,0,moderate
DOC-00167,digital,near_prime,0.6544,0.1911,0.5427,0.6502,0,0,low
DOC-00168,branch,prime,0.5337,0.215,0.1753,0.7092,0,0,moderate
DOC-00169,call_center,near_prime,0.8618,0.0943,0.0934,0.523,0,1,moderate
DOC-00170,branch,subprime,0.6778,0.3164,0.4959,0.7405,0,0,low
DOC-00171,digital,prime,0.8924,0.5306,0.1277,0.2317,0,0,low
DOC-00172,digital,near_prime,0.8586,0.4672,0.3038,0.3652,0,0,low
DOC-00173,digital,prime,0.7931,0.1483,0.0,0.5279,0,0,low
DOC-00174,branch,near_prime,0.8568,0.2597,0.0296,0.2021,0,0,low
DOC-00175,branch,near_prime,0.8647,0.4965,0.3131,0.6293,0,0,low
DOC-00176,call_center,prime,0.7225,0.2817,0.4474,0.4455,0,0,low
DOC-00177,call_center,subprime,0.6933,0.2779,0.1417,0.4996,0,0,low
DOC-00178,digital,prime,0.6338,0.1574,0.4431,0.6345,0,0,elevated
DOC-00179,call_center,subprime,0.7325,0.5681,0.4506,0.7611,0,0,low
DOC-00180,digital,subprime,0.6951,0.4724,0.281,0.5135,0,0,low
DOC-00181,branch,prime,0.6564,0.1987,0.4321,,0,0,moderate
DOC-00182,branch,prime,0.6964,0.46,0.0688,0.8962,0,0,low
DOC-00183,branch,prime,1.0648,0.2137,0.2925,0.3223,0,0,moderate
DOC-00184,digital,prime,0.8516,0.3508,0.5406,0.4745,0,0,moderate
DOC-00185,digital,near_prime,0.6243,0.4951,0.0,,0,0,moderate
DOC-00186,digital,near_prime,0.9651,0.2199,0.3463,,0,0,low
DOC-00187,branch,near_prime,0.5754,0.2196,0.2997,,0,0,low
DOC-00188,digital,prime,0.765,0.2007,0.1174,0.4,0,0,low
DOC-00189,call_center,subprime,0.6566,0.3273,0.0,0.6635,0,0,moderate
DOC-00190,digital,prime,0.6581,0.4437,0.009,0.5626,0,0,moderate
DOC-00191,call_center,subprime,0.7216,0.4445,0.0542,0.7988,0,0,low
DOC-00192,digital,near_prime,0.8321,0.5494,0.127,0.3713,0,0,elevated
DOC-00193,digital,prime,0.9063,0.576,0.1935,1.0,0,0,low
DOC-00194,digital,prime,0.5712,0.4217,0.2763,0.644,0,0,moderate
DOC-00195,digital,prime,0.7278,0.1384,0.4223,0.6819,0,1,low
DOC-00196,branch,prime,0.6815,0.2057,0.259,0.9705,0,0,low
DOC-00197,digital,prime,0.8378,0.4037,0.1894,,0,1,elevated
DOC-00198,branch,near_prime,0.8696,0.3636,0.0,1.0,0,1,low
DOC-00199,branch,near_prime,0.6344,0.3134,0.204,0.4446,0,0,moderate
DOC-00200,call_center,prime,0.6843,0.2608,0.0,,1,0,low
DOC-00201,digital,subprime,0.6884,0.3889,0.235,0.7195,0,0,low
DOC-00202,digital,prime,0.8601,0.1432,0.2013,0.9318,0,1,moderate
DOC-00203,branch,near_prime,0.7255,0.3038,0.3446,0.4816,0,0,moderate
DOC-00204,digital,near_prime,0.6852,0.3844,0.0931,0.7616,0,0,low
DOC-00205,call_center,near_prime,0.6995,0.5036,0.1254,,0,0,moderate
DOC-00206,branch,near_prime,0.6924,0.5038,0.1195,0.9232,0,0,low
DOC-00207,digital,near_prime,0.7879,0.2453,0.1944,0.7267,0,0,moderate
DOC-00208,call_center,subprime,0.9765,0.1722,0.1059,0.6832,0,0,low
DOC-00209,branch,near_prime,0.5801,0.3336,0.4481,0.7592,0,0,moderate
DOC-00210,branch,near_prime,0.6949,0.3804,0.1191,0.5777,0,0,moderate
DOC-00211,call_center,near_prime,0.8197,0.1384,0.4709,,1,1,low
DOC-00212,digital,subprime,0.5246,0.1324,0.0218,0.4453,0,0,low
DOC-00213,digital,prime,0.8207,0.241,0.2726,0.7395,0,0,moderate
DOC-00214,digital,subprime,0.8207,0.3135,0.0,0.7457,0,0,elevated
DOC-00215,digital,prime,0.7795,0.3693,0.3667,0.4947,0,0,low
DOC-00216,call_center,prime,0.6238,0.31,0.2835,,0,0,low
DOC-00217,branch,near_prime,0.9777,0.3249,0.3794,0.613,0,0,moderate
DOC-00218,digital,prime,0.7986,0.4529,0.5305,,0,0,moderate
DOC-00219,branch,near_prime,0.7476,0.2913,0.4605,0.5179,1,0,low
DOC-00220,call_center,prime,0.906,0.2862,0.3185,0.8099,0,0,moderate
DOC-00221,digital,prime,0.6025,0.1315,0.345,0.5901,0,0,low
DOC-00222,digital,near_prime,0.6881,0.373,0.2192,,0,0,low
DOC-00223,branch,prime,0.5629,0.4641,0.3858,0.6871,0,0,low
DOC-00224,digital,near_prime,0.7538,0.4161,0.0,0.9473,0,1,low
DOC-00225,branch,near_prime,0.788,0.2235,0.364,0.7555,0,0,low
DOC-00226,digital,subprime,0.7392,0.478,0.0,0.4596,0,0,moderate
DOC-00227,branch,near_prime,0.7481,0.2963,0.1551,,0,0,moderate
DOC-00228,digital,subprime,0.8518,0.5643,0.4172,0.6813,0,0,moderate
DOC-00229,branch,near_prime,0.6995,0.3688,0.1828,0.781,0,0,low
DOC-00230,branch,near_prime,0.7414,0.4913,0.2033,0.5742,1,0,elevated
DOC-00231,branch,prime,0.6296,0.3651,0.1677,,0,0,low
DOC-00232,branch,prime,0.8409,0.3539,0.3066,0.6073,0,0,moderate
DOC-00233,digital,subprime,0.7409,0.2351,0.014,,1,1,elevated
DOC-00234,call_center,prime,0.9596,0.2407,0.2676,0.6389,0,1,low
DOC-00235,digital,subprime,0.7103,0.4806,0.4881,,1,0,elevated
DOC-00236,call_center,prime,0.8358,0.2114,0.1861,0.4728,0,0,moderate
DOC-00237,digital,prime,0.8175,0.5441,0.2777,0.8553,0,0,low
DOC-00238,digital,near_prime,0.6335,0.1061,0.297,0.7719,0,0,low
DOC-00239,digital,near_prime,0.8606,0.3291,0.2872,0.9214,0,0,low
DOC-00240,digital,near_prime,0.8314,0.2669,0.2157,0.5567,0,1,moderate
DOC-00241,branch,prime,0.8876,0.5598,0.0163,0.9505,0,0,low
DOC-00242,call_center,prime,0.8787,0.2718,0.1766,,0,0,low
DOC-00243,branch,near_prime,0.7452,0.2764,0.0558,0.7728,0,1,low
DOC-00244,digital,subprime,0.9542,0.228,0.3727,0.3193,0,0,low
DOC-00245,digital,prime,0.8244,0.4229,0.2511,,1,1,low
DOC-00246,digital,subprime,0.8667,0.3088,0.07,0.5045,0,0,low
DOC-00247,branch,subprime,0.5508,0.3288,0.5084,,0,0,moderate
DOC-00248,branch,prime,0.5594,0.1338,0.0,0.6098,0,0,moderate
DOC-00249,call_center,near_prime,0.5802,0.2912,0.1413,,1,0,elevated
DOC-00250,branch,near_prime,0.7677,0.294,0.5817,0.5212,0,0,elevated
DOC-00251,digital,near_prime,0.7777,0.2473,0.0116,0.6811,0,1,elevated
DOC-00252,branch,subprime,0.8452,0.5594,0.0,0.6911,0,0,moderate
DOC-00253,branch,subprime,0.7876,0.6491,0.1932,0.4898,0,0,low
DOC-00254,digital,prime,0.5916,0.3237,0.1678,0.5052,0,0,moderate
DOC-00255,call_center,subprime,0.7268,0.2703,0.0,,0,0,moderate
DOC-00256,call_center,prime,0.9412,0.4254,0.5445,0.7649,1,0,low
DOC-00257,branch,subprime,0.9004,0.4381,0.4959,0.6418,0,1,moderate
DOC-00258,call_center,prime,0.6037,0.2162,0.2703,0.6848,0,1,low
DOC-00259,digital,prime,0.7439,0.4123,0.0,,0,1,low
DOC-00260,digital,prime,0.6167,0.2653,0.0962,,0,1,low
DOC-00261,digital,prime,0.8229,0.2817,0.682,0.2379,0,0,moderate
DOC-00262,branch,prime,0.8931,0.3147,0.3554,0.6838,0,0,low
DOC-00263,digital,subprime,0.8702,0.4525,0.3212,,1,0,low
DOC-00264,call_center,near_prime,0.6586,0.3552,0.0631,0.8233,0,0,low
DOC-00265,branch,prime,0.7217,0.3856,0.3639,0.9915,0,0,low
DOC-00266,digital,near_prime,0.7622,0.3589,0.4323,,0,0,low
DOC-00267,branch,prime,0.9731,0.104,0.1865,0.6085,0,0,moderate
DOC-00268,call_center,prime,0.8131,0.5118,0.0941,0.2675,0,0,low
DOC-00269,digital,prime,0.7923,0.3271,0.3162,,0,0,low
DOC-00270,digital,prime,0.7943,0.2685,0.0,0.8975,0,0,low
DOC-00271,digital,subprime,0.8037,0.2112,0.1215,0.7509,0,0,moderate
DOC-00272,digital,prime,0.6858,0.1576,0.513,,0,0,moderate
DOC-00273,call_center,subprime,0.6542,0.3672,0.3923,0.5036,0,0,moderate
DOC-00274,call_center,near_prime,0.7192,0.4766,0.3256,0.5995,0,0,moderate
DOC-00275,call_center,near_prime,0.7463,0.3287,0.3729,0.6838,0,0,low
DOC-00276,digital,subprime,0.7082,0.293,0.051,,0,0,moderate
DOC-00277,branch,near_prime,0.8573,0.3853,0.409,0.7709,0,0,low
DOC-00278,call_center,prime,0.7819,0.05,0.5498,0.9398,0,0,low
DOC-00279,branch,prime,0.8645,0.3562,0.6006,0.7686,0,0,elevated
DOC-00280,branch,near_prime,0.6987,0.283,0.2571,0.5873,0,0,elevated
DOC-00281,branch,prime,0.5047,0.426,0.2846,1.0,0,0,elevated
DOC-00282,branch,subprime,0.7213,0.4844,0.1504,,0,0,moderate
DOC-00283,branch,subprime,0.8774,0.3023,0.4031,0.0,0,0,low
DOC-00284,digital,near_prime,0.7999,0.1832,0.4356,0.4407,0,0,low
DOC-00285,branch,subprime,0.4947,0.4304,0.3963,0.622,0,0,moderate
DOC-00286,branch,subprime,0.7159,0.3434,0.1906,,0,0,moderate
DOC-00287,branch,near_prime,0.698,0.4187,0.1538,,0,0,low
DOC-00288,digital,subprime,0.7459,0.4422,0.5983,,1,1,moderate
DOC-00289,branch,prime,0.7004,0.338,0.3358,,0,1,elevated
DOC-00290,digital,subprime,0.769,0.2494,0.442,,0,0,moderate
DOC-00291,branch,near_prime,0.7099,0.3792,0.1946,0.9287,0,0,low
DOC-00292,branch,subprime,0.7231,0.3528,0.0231,,0,0,moderate
DOC-00293,digital,near_prime,0.8813,0.5212,0.3324,,0,1,low
DOC-00294,branch,prime,0.8062,0.3608,0.3805,0.8405,0,0,low
DOC-00295,digital,near_prime,0.7583,0.4996,0.0027,,1,0,moderate
DOC-00296,call_center,prime,0.6222,0.4609,0.0514,0.2814,0,0,moderate
DOC-00297,branch,prime,0.6814,0.3678,0.2147,,0,1,low
DOC-00298,digital,near_prime,0.7099,0.05,0.356,0.6727,0,0,low
DOC-00299,call_center,near_prime,0.8242,0.1953,0.2104,,0,0,moderate
DOC-00300,branch,near_prime,0.5955,0.4355,0.1884,0.5361,0,0,low
DOC-00301,digital,prime,0.8046,0.458,0.0,0.5292,0,0,low
DOC-00302,branch,near_prime,0.9309,0.2454,0.0504,,1,0,elevated
DOC-00303,call_center,near_prime,0.8029,0.1276,0.2366,,1,0,elevated
DOC-00304,digital,subprime,0.6245,0.65,0.2304,,0,0,moderate
DOC-00305,branch,subprime,0.8891,0.3191,0.1749,0.6217,0,0,low
DOC-00306,digital,subprime,0.7819,0.09,0.16,0.5619,0,0,elevated
DOC-00307,call_center,near_prime,0.8504,0.4063,0.2267,0.374,1,0,low
DOC-00308,digital,subprime,0.8845,0.5398,0.0016,,0,0,moderate
DOC-00309,branch,subprime,0.8529,0.057,0.4531,0.3949,0,0,moderate
DOC-00310,branch,prime,0.7644,0.3497,0.4587,0.8291,0,0,moderate
DOC-00311,branch,prime,0.6818,0.2758,0.1328,0.7095,0,0,low
DOC-00312,call_center,subprime,1.0266,0.3376,0.0946,0.034,0,0,moderate
DOC-00313,branch,near_prime,0.689,0.4247,0.1377,0.6782,0,0,moderate
DOC-00314,call_center,prime,0.8795,0.2113,0.2702,,0,0,low
DOC-00315,branch,near_prime,0.6803,0.1931,0.0428,0.804,0,0,low
DOC-00316,branch,near_prime,0.924,0.1775,0.254,,0,0,moderate
DOC-00317,digital,prime,0.9955,0.4691,0.2547,0.688,0,0,elevated
DOC-00318,branch,near_prime,0.8804,0.4866,0.3028,0.5915,0,0,low
DOC-00319,branch,near_prime,0.7013,0.1935,0.393,,0,0,elevated
DOC-00320,branch,near_prime,0.7453,0.492,0.2178,0.9271,0,0,elevated
DOC-00321,branch,prime,0.9477,0.2553,0.0874,,1,0,low
DOC-00322,branch,prime,0.9494,0.3467,0.5534,,0,0,elevated
DOC-00323,branch,near_prime,0.8552,0.2793,0.3789,,0,0,moderate
DOC-00324,branch,prime,0.8102,0.3042,0.2155,0.4607,0,1,moderate
DOC-00325,branch,near_prime,0.9594,0.5285,0.2795,0.8861,0,0,moderate
DOC-00326,digital,prime,0.8449,0.3654,0.0,0.7628,1,0,moderate
DOC-00327,branch,prime,0.8228,0.2331,0.0742,0.6628,0,0,elevated
DOC-00328,branch,prime,0.8829,0.5569,0.1807,0.787,0,0,low
DOC-00329,branch,subprime,0.827,0.5943,0.2294,0.5146,0,0,moderate
DOC-00330,digital,near_prime,0.9165,0.3562,0.2436,0.9652,0,0,low
DOC-00331,branch,prime,0.9516,0.5583,0.2935,0.7691,0,0,low
DOC-00332,call_center,prime,0.841,0.5837,0.1541,0.9502,0,0,moderate
DOC-00333,branch,prime,0.525,0.2589,0.0,0.3112,0,0,moderate
DOC-00334,branch,prime,0.7867,0.1241,0.2027,0.6156,0,0,moderate
DOC-00335,digital,near_prime,0.7334,0.1736,0.2829,0.5623,0,0,moderate
DOC-00336,digital,subprime,0.6582,0.153,0.0716,0.8591,1,0,moderate
DOC-00337,digital,subprime,0.731,0.2766,0.2007,0.5434,1,0,low
DOC-00338,branch,subprime,0.9303,0.5872,0.4122,,0,0,moderate
DOC-00339,branch,near_prime,0.6263,0.2836,0.2332,1.0,0,0,moderate
DOC-00340,branch,prime,0.7436,0.2681,0.276,0.502,0,1,low
DOC-00341,branch,prime,0.7035,0.5434,0.0,0.6727,0,0,elevated
DOC-00342,branch,prime,0.6166,0.3108,0.3338,,0,0,moderate
DOC-00343,branch,prime,0.617,0.4046,0.0353,0.5868,0,0,low
DOC-00344,digital,subprime,0.8421,0.6188,0.4425,,0,0,elevated
DOC-00345,call_center,subprime,0.6358,0.149,0.0,0.4309,0,1,low
DOC-00346,digital,subprime,0.9861,0.1895,0.0664,0.4763,0,0,moderate
DOC-00347,branch,subprime,0.7606,0.3037,0.0561,1.0,0,0,elevated
DOC-00348,branch,prime,0.8207,0.3666,0.2952,0.8017,0,0,low
DOC-00349,call_center,subprime,0.8437,0.3541,0.4525,,0,0,moderate
DOC-00350,branch,subprime,0.6083,0.4084,0.3556,,1,1,low
