application_id,channel,region,annual_income_k,requested_amount_k,bureau_score,dti_ratio,utilization_rate,delinquency_12m,inquiries_6m,employment_tenure_mo,recent_cash_buffer_mo,thin_file_flag,target_default,pd_estimate,score,decision,reason_1,reason_2,reason_3
APP-00051,broker,west,87.31,11.87,670,0.6497,0.7109,0,0,53.7,8.16,1,1,0.542414,552,decline,HIGH_DTI,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00052,broker,west,99.53,25.43,688,0.6252,0.5824,1,0,59.4,6.78,0,0,0.468582,592,decline,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00053,branch,northeast,98.13,13.26,619,0.554,0.6347,1,1,30.4,5.03,1,1,0.776671,423,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_DELINQUENCY
APP-00054,direct,northeast,102.15,19.41,630,0.6953,0.9758,1,1,48.4,6.22,0,0,0.725752,451,decline,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00055,branch,midwest,83.33,18.71,736,0.494,0.242,0,1,42.9,9.09,0,0,0.223359,727,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00056,broker,west,92.0,29.25,649,0.3639,0.3573,2,2,64.0,4.35,0,1,0.669525,482,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_DTI
APP-00057,branch,northeast,63.43,4.8,659,0.4231,0.4164,0,2,85.8,6.04,1,0,0.512056,568,decline,LOW_BUREAU_SCORE,HIGH_DTI,THIN_CREDIT_FILE
APP-00058,broker,midwest,113.02,20.54,692,0.7856,0.6828,1,3,69.1,5.14,0,1,0.649076,493,decline,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00059,branch,west,75.73,27.51,583,0.406,0.3192,0,1,60.9,3.35,0,0,0.575268,534,decline,LOW_BUREAU_SCORE,HIGH_DTI,LOW_CASH_BUFFER
APP-00060,direct,west,71.64,28.23,640,0.7543,0.2742,0,0,48.2,3.78,1,0,0.619659,509,decline,HIGH_DTI,LOW_BUREAU_SCORE,THIN_CREDIT_FILE
APP-00061,direct,northeast,62.23,25.05,820,0.232,0.2886,1,0,49.9,8.01,0,1,0.23588,720,approve,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00062,branch,south,67.4,20.34,676,0.5462,0.402,0,0,36.3,3.56,1,1,0.492146,579,decline,HIGH_DTI,THIN_CREDIT_FILE,LOW_BUREAU_SCORE
APP-00063,broker,northeast,101.87,20.2,722,0.1919,0.7814,0,1,74.7,4.75,0,0,0.243113,716,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00064,branch,west,76.32,12.19,648,0.06,0.595,0,1,35.8,6.31,0,0,0.302156,684,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00065,direct,northeast,80.8,14.69,648,0.3559,0.6106,1,2,58.0,8.56,0,0,0.555265,545,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_DTI
APP-00066,broker,south,111.87,21.76,695,0.6456,0.8774,0,1,9.1,4.74,0,1,0.47597,588,decline,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00067,branch,south,118.54,18.5,630,0.2498,0.8801,0,4,47.0,3.5,1,0,0.722062,453,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00068,branch,south,83.32,18.67,653,0.5347,0.4753,1,2,30.3,4.65,1,1,0.718883,455,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00069,branch,northeast,27.58,15.88,679,0.3496,0.7887,2,2,33.6,1.79,1,1,0.808861,405,decline,RECENT_DELINQUENCY,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00070,direct,midwest,125.19,6.43,628,0.4334,0.6415,0,1,46.8,3.44,1,0,0.651684,492,decline,LOW_BUREAU_SCORE,HIGH_DTI,THIN_CREDIT_FILE
APP-00071,broker,west,85.35,12.72,637,0.6922,0.4252,0,0,9.1,8.18,0,1,0.490337,580,decline,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00072,branch,midwest,118.61,16.0,627,0.8242,0.594,1,2,45.8,3.81,1,1,0.850741,382,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00073,direct,midwest,113.01,19.39,652,0.5643,0.3106,1,2,61.2,6.13,0,1,0.558721,543,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00074,branch,west,53.96,32.67,722,0.87,0.6374,1,2,28.4,5.55,1,1,0.678198,477,decline,HIGH_DTI,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00075,direct,northeast,91.71,27.65,722,0.6557,0.7157,0,5,52.8,0.66,1,1,0.703084,463,decline,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00076,broker,south,95.44,10.64,677,0.7776,0.3173,1,1,62.1,3.78,1,1,0.698483,466,decline,HIGH_DTI,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00077,branch,west,116.69,5.9,675,0.6927,0.7006,0,1,47.0,6.95,0,1,0.449888,603,decline,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00078,direct,northeast,96.07,13.52,692,0.1501,0.5454,0,0,63.3,7.92,0,0,0.208296,735,approve,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-00079,direct,west,66.47,25.14,692,0.407,0.4931,0,0,68.8,3.96,0,0,0.298748,686,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00080,branch,west,63.37,19.07,624,0.7231,0.443,1,5,31.6,4.07,1,1,0.872623,370,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00081,direct,south,59.22,26.69,642,0.0924,0.5569,1,3,48.0,3.23,0,1,0.571232,536,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING
APP-00082,branch,south,98.1,28.92,637,0.3383,0.3919,1,1,39.3,4.41,0,0,0.538016,554,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_DTI
APP-00083,direct,west,117.16,16.55,635,0.2623,0.6906,0,0,54.9,5.03,0,0,0.395333,633,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00084,direct,west,72.42,16.16,725,0.5555,0.7065,0,2,66.7,5.53,0,1,0.344286,661,review,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00085,branch,south,78.47,19.48,714,0.3747,0.5974,0,2,67.6,5.85,0,0,0.283018,694,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00086,direct,west,100.06,28.45,769,0.0939,0.5002,0,1,76.3,1.83,0,0,0.230313,723,approve,LOW_CASH_BUFFER,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00087,branch,northeast,110.24,9.14,622,0.4696,0.9766,0,2,73.2,5.57,1,0,0.716424,456,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00088,direct,south,67.11,26.31,714,0.4514,0.5792,1,1,44.1,5.76,1,0,0.513934,567,decline,HIGH_DTI,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00089,branch,northeast,85.27,14.36,804,0.5541,0.5447,0,2,57.0,0.2,1,0,0.556138,544,decline,HIGH_DTI,LOW_CASH_BUFFER,THIN_CREDIT_FILE
APP-00090,direct,west,66.42,20.54,640,0.6272,0.4253,0,6,77.1,0.2,1,1,0.831192,393,decline,RECENT_CREDIT_SEEKING,HIGH_DTI,LOW_BUREAU_SCORE
APP-00091,direct,west,75.06,13.89,672,0.2781,0.4523,0,1,81.5,8.15,0,1,0.289974,691,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00092,broker,south,101.74,19.09,589,0.1834,0.6002,0,0,35.7,3.34,0,1,0.50445,573,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00093,broker,northeast,89.81,16.12,669,0.2453,0.5694,0,0,67.1,7.66,0,0,0.276279,698,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00094,branch,west,120.71,12.52,694,0.3193,0.2247,1,0,60.1,7.73,0,0,0.299918,685,approve,RECENT_DELINQUENCY,HIGH_DTI,LOW_BUREAU_SCORE
APP-00095,direct,south,71.52,15.63,644,0.3577,0.1728,2,2,84.5,2.26,1,1,0.787736,417,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,THIN_CREDIT_FILE
APP-00096,branch,midwest,104.55,13.55,633,0.4257,0.8881,1,1,32.5,0.2,1,1,0.826063,396,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00097,broker,south,75.9,28.13,612,0.3271,0.3932,0,1,53.7,7.35,0,0,0.431812,613,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00098,direct,midwest,148.58,15.33,674,0.327,0.3585,1,0,58.8,3.27,0,1,0.42697,615,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_DTI
APP-00099,direct,northeast,92.68,26.81,768,0.3055,0.6038,0,2,21.3,8.01,0,0,0.256065,709,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00100,direct,south,60.28,29.81,705,0.2601,0.7946,1,0,68.0,0.54,0,0,0.468091,593,decline,HIGH_UTILIZATION,RECENT_DELINQUENCY,LOW_CASH_BUFFER
APP-00101,direct,midwest,53.16,34.12,668,0.2705,0.8218,1,0,81.8,4.9,0,1,0.47085,591,decline,HIGH_UTILIZATION,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00102,broker,northeast,121.95,30.38,619,0.265,0.6743,0,3,111.2,7.16,0,0,0.514843,567,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00103,broker,midwest,71.31,19.08,690,0.369,0.8767,1,3,36.7,5.03,1,1,0.679327,476,decline,HIGH_UTILIZATION,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00104,direct,northeast,98.23,18.1,684,0.4051,0.403,1,2,55.2,7.97,0,0,0.443954,606,decline,HIGH_DTI,RECENT_DELINQUENCY,LOW_BUREAU_SCORE
APP-00105,broker,west,44.01,8.85,760,0.1189,0.2613,0,1,70.3,3.52,0,0,0.182382,750,approve,LOW_CASH_BUFFER,HIGH_UTILIZATION,HIGH_DTI
APP-00106,direct,south,107.11,10.68,737,0.5094,0.6137,0,1,19.7,4.79,0,0,0.307901,681,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00107,direct,midwest,87.14,11.1,714,0.4902,0.1304,0,2,39.7,3.79,0,1,0.282165,695,approve,HIGH_DTI,RECENT_CREDIT_SEEKING,LOW_CASH_BUFFER
APP-00108,branch,south,96.06,32.09,709,0.4838,0.1424,0,1,20.6,3.41,0,0,0.276711,698,approve,HIGH_DTI,LOW_CASH_BUFFER,RECENT_CREDIT_SEEKING
APP-00109,direct,south,53.81,24.56,688,0.4084,0.5647,0,2,47.9,7.02,0,1,0.340119,663,review,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00110,direct,west,62.91,15.09,548,0.4283,0.6163,2,7,25.0,5.03,1,1,0.958444,323,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING
APP-00111,direct,west,98.97,23.69,675,0.2781,0.57,0,1,50.8,8.05,0,0,0.301621,684,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00112,branch,midwest,78.59,26.9,641,0.4918,0.6879,0,2,53.1,5.27,1,0,0.641556,497,decline,LOW_BUREAU_SCORE,HIGH_DTI,THIN_CREDIT_FILE
APP-00113,branch,midwest,149.26,17.0,679,0.6506,0.5404,0,2,9.2,6.36,0,0,0.462598,596,decline,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00114,branch,west,56.24,9.9,639,0.6465,0.5179,1,1,66.5,6.3,1,1,0.730071,448,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00115,direct,midwest,104.99,12.88,653,0.7259,0.6776,0,1,41.1,5.97,0,1,0.512067,568,decline,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00116,direct,west,108.24,10.98,697,0.4083,0.7912,0,2,64.0,7.95,0,0,0.357197,654,review,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00117,direct,west,109.77,10.97,820,0.4742,0.273,0,1,45.2,1.67,0,0,0.297379,686,approve,HIGH_DTI,LOW_CASH_BUFFER,HIGH_UTILIZATION
APP-00118,direct,midwest,72.3,23.29,699,0.5163,0.7098,0,1,63.1,5.24,0,0,0.355009,655,review,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00119,branch,midwest,131.77,14.4,696,0.22,0.2748,0,0,96.8,5.89,0,1,0.186746,747,approve,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00120,direct,west,68.53,30.68,729,0.2547,0.5038,2,2,22.2,4.64,0,0,0.487211,582,decline,RECENT_DELINQUENCY,HIGH_UTILIZATION,HIGH_DTI
APP-00121,direct,northeast,70.44,13.96,759,0.5173,0.733,1,0,61.6,4.3,0,0,0.419641,619,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-00122,branch,west,140.0,5.22,719,0.4017,0.7536,0,1,84.1,4.58,0,1,0.298208,686,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00123,branch,midwest,84.57,24.54,717,0.7324,0.5513,1,0,38.6,6.78,0,1,0.42602,616,decline,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00124,branch,northeast,33.76,11.6,687,0.5546,0.4295,2,1,43.0,5.36,1,0,0.712521,458,decline,RECENT_DELINQUENCY,HIGH_DTI,THIN_CREDIT_FILE
APP-00125,branch,midwest,149.04,37.84,712,0.1183,0.7467,1,0,42.4,1.43,0,0,0.377861,642,review,HIGH_UTILIZATION,RECENT_DELINQUENCY,LOW_CASH_BUFFER
APP-00126,direct,west,59.52,16.9,684,0.5856,0.8453,2,0,49.8,5.53,0,1,0.649423,493,decline,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00127,broker,west,66.03,7.78,589,0.495,0.5369,0,3,35.5,6.88,1,0,0.744671,440,decline,LOW_BUREAU_SCORE,HIGH_DTI,THIN_CREDIT_FILE
APP-00128,branch,northeast,78.97,25.76,716,0.4323,0.6179,0,2,19.7,3.05,1,1,0.484683,583,decline,HIGH_DTI,THIN_CREDIT_FILE,HIGH_UTILIZATION
APP-00129,branch,west,134.72,17.48,727,0.1925,0.528,0,1,71.0,0.2,0,0,0.286921,692,approve,LOW_CASH_BUFFER,HIGH_UTILIZATION,HIGH_DTI
APP-00130,broker,west,57.12,15.72,637,0.6521,0.601,1,3,53.3,1.73,1,1,0.85161,382,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00131,direct,south,94.17,25.05,727,0.6036,0.5006,1,2,40.1,2.28,1,1,0.643584,496,decline,HIGH_DTI,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00132,direct,northeast,96.46,17.17,720,0.4209,0.6214,1,3,66.4,6.82,0,0,0.434135,611,decline,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00133,direct,northeast,94.37,27.13,632,0.1729,0.8177,1,2,33.3,5.14,0,1,0.591657,525,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-00134,branch,northeast,84.16,23.63,726,0.5604,0.6854,1,4,10.0,0.2,1,1,0.777842,422,decline,HIGH_DTI,RECENT_CREDIT_SEEKING,LOW_CASH_BUFFER
APP-00135,branch,midwest,125.53,29.88,747,0.764,0.4669,0,0,28.0,3.84,0,0,0.337619,664,review,HIGH_DTI,HIGH_UTILIZATION,LOW_CASH_BUFFER
APP-00136,branch,northeast,78.24,19.13,692,0.2496,0.7853,2,3,33.0,3.04,1,0,0.769705,427,decline,RECENT_DELINQUENCY,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00137,broker,midwest,58.36,12.46,667,0.5996,0.6087,2,0,32.0,4.85,0,1,0.666707,483,decline,RECENT_DELINQUENCY,HIGH_DTI,LOW_BUREAU_SCORE
APP-00138,branch,northeast,95.56,5.23,651,0.7065,0.5925,1,3,45.0,4.43,1,1,0.806798,406,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00139,direct,west,139.32,13.46,650,0.3126,0.7516,0,1,91.6,3.84,0,1,0.445857,605,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00140,branch,northeast,77.55,19.04,689,0.5681,0.843,0,1,65.5,5.79,0,0,0.405765,627,decline,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00141,direct,midwest,56.4,25.52,680,0.06,0.3692,1,0,72.0,6.62,0,0,0.28052,696,approve,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00142,branch,northeast,78.55,6.81,734,0.2871,0.5856,0,2,66.6,7.07,0,0,0.244824,715,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
